x	error	n	n_error	u	u_error	Events
-12.06	1.66	-58.16	1.78	10.27	6.12	1.0
-13.77	1.95	-58.05	2.13	5.42	7.52	1.0
-12.97	2.67	-55.98	2.89	4.07	10.31	1.0
-11.54	2.03	-59.02	2.19	0.67	7.73	1.0
-10.65	1.43	-56.7	1.53	5.04	5.18	1.0
-9.95	2.0	-58.16	2.17	4.33	7.47	1.0
-10.58	1.9	-58.71	2.05	9.0	7.01	1.0
-8.82	2.04	-58.36	2.19	9.87	7.61	1.0
-6.45	3.17	-59.74	3.44	5.85	12.11	1.0
-7.4	2.52	-57.85	2.72	1.77	9.6	1.0
-7.21	2.0	-58.85	2.18	2.27	7.63	1.0
-8.61	1.93	-57.58	2.07	5.44	7.18	1.0
-7.47	1.78	-58.81	1.86	0.77	6.4	1.0
-7.34	1.86	-58.93	1.96	3.98	6.78	1.0
-5.88	2.22	-59.64	2.34	0.3	8.18	1.0
-6.9	1.87	-57.88	1.95	0.73	6.49	1.0
-5.89	1.98	-59.18	2.06	4.17	7.12	1.0
-8.4	2.15	-60.3	2.25	0.42	7.89	1.0
-6.71	2.06	-58.79	2.14	0.58	7.39	1.0
-6.49	1.94	-58.88	2.03	1.92	7.02	1.0
-6.25	2.17	-58.83	2.25	2.59	7.91	1.0
-5.17	1.95	-58.01	2.02	6.29	6.82	1.0
-7.23	1.93	-57.49	2.03	-1.15	6.96	1.0
-5.9	2.11	-56.98	2.2	6.17	7.47	1.0
-6.5	1.42	-56.85	1.47	2.69	4.99	1.0
-5.46	1.72	-57.79	1.79	-2.21	6.3	1.0
-5.04	1.77	-57.35	1.86	3.27	6.42	1.0
-4.67	1.77	-57.24	1.85	4.22	6.33	1.0
-5.38	2.01	-57.31	2.13	1.22	7.3	0.0
-5.1	1.9	-57.54	2.01	2.6	6.94	0.0
-5.23	1.93	-56.04	2.06	0.31	6.98	0.0
-3.88	2.23	-57.7	2.4	1.2	8.11	0.0
-5.47	2.2	-58.42	2.28	1.16	7.95	0.0
-5.24	2.25	-56.75	2.3	2.4	7.89	0.0
-3.84	2.4	-55.96	2.46	3.18	8.35	0.0
-5.76	2.66	-55.6	2.73	9.51	9.63	0.0
-1.55	2.55	-52.71	2.65	6.22	9.45	0.0
-4.69	2.16	-55.96	2.25	0.93	7.91	0.0
-5.01	1.98	-57.17	2.07	-3.31	7.24	0.0
-4.48	1.93	-56.86	2.01	1.04	7.06	0.0
-5.73	2.07	-56.9	2.16	-0.38	7.51	0.0
-4.61	1.96	-56.2	2.07	3.7	7.27	0.0
-6.76	2.28	-56.64	2.4	-0.95	8.3	0.0
-3.8	2.12	-57.0	2.24	-0.4	7.96	0.0
-6.52	2.17	-55.78	2.34	6.48	8.02	0.0
-5.2	2.13	-56.88	2.25	4.44	7.96	0.0
-5.19	2.23	-55.24	2.34	0.09	8.28	0.0
-4.75	2.03	-56.34	2.17	3.66	7.45	0.0
-4.76	1.99	-56.22	2.12	3.18	7.29	0.0
-6.81	2.26	-55.42	2.37	4.63	8.57	0.0
-5.21	2.25	-55.81	2.44	5.12	8.42	0.0
-5.45	2.13	-55.71	2.36	1.97	8.2	0.0
-5.05	1.99	-55.61	2.14	4.6	7.43	0.0
-5.14	1.91	-54.7	2.06	4.1	7.17	0.0
-4.29	2.33	-55.91	2.53	10.12	8.73	0.0
-7.69	3.0	-52.81	3.17	1.53	10.78	0.0
-3.86	2.46	-51.78	2.66	0.37	9.18	0.0
-3.69	2.84	-53.89	3.06	2.48	10.57	0.0
-3.96	2.29	-55.55	2.45	6.32	8.58	0.0
-5.19	2.58	-53.45	2.78	6.33	9.5	0.0
-9.61	2.45	-54.62	2.68	11.26	9.22	0.0
-6.83	2.33	-55.36	2.5	1.12	8.51	0.0
-4.63	2.0	-54.37	2.15	4.0	7.63	0.0
-4.98	1.78	-54.85	1.9	-0.04	6.71	0.0
-4.7	1.92	-54.44	2.04	-2.6	7.33	0.0
-6.17	1.39	-54.46	1.43	0.29	5.08	0.0
-6.56	1.5	-53.55	1.58	5.58	5.55	0.0
-4.51	1.77	-53.35	1.86	8.06	6.57	0.0
-4.77	3.01	-55.59	3.25	6.87	11.69	0.0
-5.64	2.44	-53.19	2.61	12.39	9.04	0.0
-4.37	2.65	-55.22	2.88	7.16	10.05	0.0
-6.42	1.49	-53.78	1.58	1.98	5.5	0.0
-6.36	1.96	-53.8	2.11	-1.82	7.48	0.0
-5.37	2.19	-53.96	2.34	-0.91	7.93	0.0
-5.51	2.83	-53.21	3.11	2.42	10.57	0.0
-8.08	2.86	-57.58	3.11	7.01	10.98	0.0
-3.77	3.14	-54.29	3.42	7.17	12.18	0.0
-5.23	2.26	-54.08	2.45	-1.8	8.6	0.0
-5.31	3.0	-54.29	3.31	-0.11	11.44	0.0
-5.63	1.47	-54.91	1.59	1.71	5.51	0.0
-6.11	1.97	-54.26	2.14	-2.88	7.17	0.0
-7.46	1.98	-54.36	2.16	-1.49	7.22	0.0
-7.32	2.2	-53.92	2.41	1.03	8.06	0.0
-5.55	2.4	-54.36	2.63	1.06	8.9	0.0
-5.22	1.97	-54.73	2.16	-0.76	7.1	0.0
-5.58	2.36	-53.67	2.57	-0.17	8.55	0.0
-4.79	2.02	-55.23	2.24	1.05	7.51	0.0
-4.17	2.06	-53.9	2.29	2.23	7.8	0.0
-5.3	2.3	-53.8	2.57	2.09	8.79	0.0
-5.31	2.36	-55.01	2.64	-1.07	8.99	0.0
-4.56	1.5	-55.72	1.63	2.07	5.73	0.0
-4.12	1.76	-53.85	1.95	-0.56	6.59	0.0
-5.3	1.93	-55.12	2.16	-3.41	7.35	0.0
-4.44	1.82	-54.35	1.99	-4.07	6.69	0.0
-4.13	2.0	-53.42	2.21	1.78	7.84	0.0
-3.91	1.33	-54.09	1.41	-4.45	4.92	0.0
-3.64	1.84	-53.22	2.03	-0.76	6.81	0.0
-5.46	1.71	-53.99	1.9	0.35	6.61	0.0
-5.68	1.78	-55.42	1.97	-6.63	6.52	0.0
-3.93	1.8	-54.64	2.0	1.89	7.05	0.0
-5.5	1.83	-54.24	2.03	2.6	6.57	0.0
-6.05	1.66	-54.35	1.87	-1.06	6.18	0.0
-5.22	2.25	-55.42	2.56	5.44	8.69	0.0
-5.62	2.19	-56.17	2.5	7.92	8.38	0.0
-5.92	2.03	-55.31	2.31	12.02	8.02	0.0
-5.96	2.1	-55.42	2.36	9.86	8.24	0.0
-8.16	2.34	-55.18	2.67	4.57	9.0	0.0
-5.29	1.21	-54.46	1.34	2.01	4.58	0.0
-5.55	1.19	-54.74	1.31	0.13	4.47	0.0
-5.7	1.29	-53.92	1.44	0.77	4.84	0.0
-5.9	1.3	-55.15	1.46	1.1	5.0	0.0
-5.06	1.27	-54.56	1.42	-1.65	4.82	0.0
-6.27	2.0	-56.49	2.27	-6.09	7.97	0.0
-5.32	1.9	-55.65	2.16	0.96	7.54	0.0
-6.49	1.92	-54.09	2.18	2.6	7.67	0.0
-7.07	1.6	-54.31	1.81	-1.85	6.3	0.0
-6.77	1.67	-54.85	1.94	-2.32	6.51	0.0
-6.25	1.74	-54.69	2.01	-6.58	6.83	0.0
-6.12	1.83	-53.56	2.07	-2.73	7.16	0.0
-6.66	2.01	-53.37	2.33	3.32	7.57	0.0
-5.78	2.93	-54.17	3.41	2.85	11.51	0.0
-5.36	2.64	-56.26	3.04	-2.26	10.52	0.0
-8.73	2.61	-56.2	3.01	4.77	10.25	0.0
-6.88	1.92	-53.76	2.15	1.59	7.61	0.0
-5.97	1.99	-54.84	2.24	-4.64	7.95	0.0
-7.35	1.74	-54.17	1.99	4.13	6.55	0.0
-6.06	1.74	-54.38	1.95	6.83	6.87	0.0
-6.49	1.84	-52.94	2.07	4.3	7.38	0.0
-7.19	1.7	-52.44	1.91	-1.54	6.83	0.0
-7.65	1.71	-52.92	1.95	-2.18	6.47	0.0
-6.36	2.08	-53.71	2.37	-3.14	8.45	0.0
-7.48	1.97	-52.07	2.2	1.08	7.82	0.0
-7.76	2.69	-53.87	3.1	0.16	10.45	0.0
-6.74	2.37	-52.72	2.75	-3.13	9.15	0.0
-7.42	2.83	-53.98	3.22	3.8	11.62	0.0
-9.41	2.24	-51.84	2.54	-4.77	9.12	0.0
-6.86	2.06	-53.74	2.28	-2.59	8.19	0.0
-8.78	2.15	-51.99	2.37	1.54	8.48	0.0
-6.91	1.89	-53.23	2.1	0.59	7.43	0.0
-8.09	2.09	-52.98	2.37	-6.21	8.02	0.0
-9.11	2.03	-51.7	2.29	-2.25	7.71	0.0
-8.85	1.9	-51.44	2.13	-2.79	7.11	0.0
-8.18	2.05	-51.93	2.3	0.17	7.66	0.0
-8.41	2.51	-50.07	2.84	4.29	9.61	0.0
-8.8	2.5	-52.52	2.83	1.31	9.73	0.0
-8.57	2.22	-51.87	2.5	-0.07	8.41	0.0
-9.46	2.04	-52.7	2.29	1.89	7.7	0.0
-8.56	1.95	-52.29	2.21	0.99	7.49	0.0
-8.35	1.99	-51.96	2.21	-1.59	7.33	0.0
-7.83	1.9	-52.1	2.11	-2.33	7.1	0.0
-8.99	1.85	-52.81	2.04	-0.52	6.84	0.0
-9.21	1.84	-52.86	2.04	-2.91	6.93	0.0
-9.72	1.78	-52.62	1.96	-4.99	6.66	0.0
-8.29	1.77	-53.29	1.95	-6.31	6.88	0.0
-9.12	1.92	-52.04	2.14	-2.63	7.28	0.0
-9.16	2.2	-50.51	2.45	-3.07	8.37	0.0
-8.68	2.1	-52.6	2.31	0.29	8.23	0.0
-9.49	2.46	-52.28	2.76	3.5	9.54	0.0
-8.03	2.72	-51.99	3.03	-7.24	10.63	0.0
-7.96	2.27	-51.18	2.49	-2.14	8.94	0.0
-9.97	2.1	-51.52	2.34	-1.56	8.02	0.0
-10.03	1.92	-52.15	2.14	-3.38	7.26	0.0
-9.01	1.79	-51.48	1.97	-4.16	6.64	0.0
-8.61	1.75	-52.2	1.92	-7.8	6.85	0.0
-8.0	1.86	-51.3	2.06	-5.8	6.98	0.0
-8.79	1.75	-50.72	1.94	3.36	6.87	0.0
-9.19	2.34	-52.16	2.59	-3.41	8.72	0.0
-8.91	2.14	-51.68	2.34	-1.09	8.3	0.0
-8.44	2.1	-51.47	2.31	-3.07	7.65	0.0
-9.98	1.87	-51.65	2.03	-1.6	7.25	0.0
-8.46	1.81	-50.2	1.99	-4.63	6.77	0.0
-8.79	2.1	-47.11	2.27	7.34	7.76	0.0
-8.54	2.52	-52.84	2.74	0.49	9.91	0.0
-8.19	1.95	-50.75	2.04	0.12	7.42	0.0
-9.07	1.96	-51.59	2.09	2.57	7.09	0.0
-9.35	1.84	-50.86	1.95	-3.44	7.07	0.0
-8.18	1.88	-50.41	2.03	2.34	6.92	0.0
-8.51	1.83	-49.53	1.97	2.08	6.67	0.0
-8.89	1.73	-50.1	1.88	3.37	6.4	0.0
-8.86	1.79	-50.49	1.94	4.19	6.7	0.0
-6.89	2.0	-50.21	2.13	-3.54	7.28	0.0
-8.16	2.67	-50.01	2.87	-3.97	9.9	0.0
-7.96	2.13	-50.8	2.25	-1.65	7.78	0.0
-8.73	1.77	-48.99	1.87	-1.24	6.44	0.0
-9.67	1.81	-49.07	1.93	1.65	6.69	0.0
-8.48	1.75	-48.51	1.83	-3.84	6.59	0.0
-7.53	2.06	-49.81	2.19	1.47	7.39	0.0
-6.82	2.85	-49.48	2.98	-1.82	10.93	0.0
-11.3	2.39	-49.1	2.51	-6.09	9.0	0.0
-9.2	2.21	-49.92	2.31	1.48	8.31	0.0
-10.61	2.59	-47.27	2.77	-10.24	9.6	0.0
-11.53	2.57	-46.16	2.74	0.03	9.4	0.0
-11.48	2.54	-48.31	2.67	-3.51	9.75	0.0
-7.53	1.97	-47.72	2.07	3.66	7.49	0.0
-6.85	2.25	-48.5	2.4	-5.79	8.19	0.0
-6.31	1.97	-49.32	2.07	0.02	7.39	0.0
-7.03	2.01	-48.55	2.11	1.01	7.56	0.0
-7.42	2.69	-47.21	2.84	3.2	10.11	0.0
-9.06	2.82	-48.93	2.98	0.91	10.68	0.0
-10.51	2.54	-48.06	2.68	-1.31	9.63	0.0
-10.94	2.2	-49.21	2.3	1.79	8.31	0.0
-8.32	1.98	-48.68	2.11	1.34	7.11	0.0
-9.42	2.1	-49.12	2.2	-0.79	7.9	0.0
-6.56	2.03	-49.19	2.17	-1.63	7.65	0.0
-7.92	1.84	-48.91	1.94	-7.35	6.94	0.0
-7.17	2.03	-48.63	2.19	-2.02	7.77	0.0
-10.18	2.87	-48.36	3.11	7.35	10.54	0.0
-7.74	3.03	-48.91	3.21	3.57	11.27	0.0
-8.12	1.95	-48.34	2.07	-7.93	7.1	0.0
-8.16	1.76	-48.94	1.89	-7.79	6.73	0.0
-7.7	1.8	-47.56	1.94	-6.74	6.86	0.0
-7.67	1.98	-46.76	2.12	-0.8	7.58	0.0
-6.65	2.05	-46.39	2.15	-2.98	7.59	0.0
-7.99	1.71	-45.49	1.8	1.38	6.29	0.0
-8.22	1.89	-46.64	2.0	-1.83	6.74	0.0
-9.73	1.71	-47.26	1.79	-5.97	6.25	0.0
-8.82	2.12	-48.73	2.22	3.03	7.89	0.0
-6.6	1.93	-46.57	2.05	-0.6	6.91	0.0
-7.4	2.33	-44.96	2.48	1.19	8.93	0.0
-6.25	2.05	-47.75	2.16	-4.84	7.75	0.0
-7.9	1.86	-46.96	1.95	4.48	7.0	0.0
-7.18	2.13	-48.08	2.24	0.07	8.03	0.0
-6.95	1.99	-48.63	2.09	6.03	7.5	0.0
-7.73	1.96	-47.41	2.06	1.43	7.4	0.0
-6.7	2.1	-47.9	2.16	-0.11	7.7	0.0
-7.3	2.13	-45.09	2.21	-3.86	7.76	0.0
-6.92	2.3	-44.39	2.43	-1.29	8.69	0.0
-8.45	1.7	-43.84	1.79	-6.11	6.15	0.0
-7.53	3.09	-44.96	3.31	-4.39	11.96	0.0
-6.74	2.45	-45.33	2.61	-12.01	9.55	0.0
-6.6	2.15	-45.67	2.3	-4.81	8.21	0.0
-7.24	1.31	-46.74	1.38	-7.14	4.85	0.0
-8.53	1.33	-46.62	1.37	-6.69	4.8	0.0
-8.45	2.21	-45.03	2.31	0.71	8.23	0.0
-8.02	1.48	-44.86	1.55	-5.34	5.47	0.0
-8.1	2.0	-45.75	2.1	-2.91	7.54	0.0
-8.46	1.29	-46.2	1.35	-5.8	4.7	0.0
-8.9	2.11	-45.47	2.22	-4.75	7.88	0.0
-7.66	2.21	-46.58	2.33	-9.0	8.39	0.0
-7.12	2.19	-45.23	2.33	0.08	8.23	0.0
-8.45	2.4	-45.1	2.55	-1.0	9.1	0.0
-8.74	2.29	-44.36	2.42	0.25	8.65	0.0
-7.53	2.29	-45.57	2.4	-3.06	8.61	0.0
-7.23	1.45	-44.35	1.56	-1.69	5.18	0.0
-9.13	1.33	-44.88	1.45	-4.47	4.72	0.0
-8.25	1.84	-45.53	1.97	-7.11	6.96	0.0
-8.46	1.94	-45.51	2.1	-6.88	6.99	0.0
-9.25	1.85	-46.26	1.99	-5.5	7.01	0.0
-9.9	2.15	-44.77	2.33	0.13	8.26	0.0
-9.13	1.91	-44.26	2.06	-1.16	7.33	0.0
-10.49	2.78	-43.91	3.03	-4.92	10.92	0.0
-9.78	1.59	-44.36	1.75	-5.57	5.86	0.0
-8.32	2.1	-44.43	2.3	-6.27	8.06	0.0
-8.87	1.94	-43.47	2.13	-0.21	7.46	0.0
-8.75	1.9	-44.26	2.03	-3.22	7.28	0.0
-9.71	1.86	-45.09	2.0	-1.31	7.09	0.0
-9.01	1.39	-43.45	1.49	-10.5	4.98	0.0
-9.77	1.84	-43.7	1.95	-6.92	6.92	0.0
-9.71	1.9	-44.73	2.0	-8.62	7.2	0.0
-8.94	1.94	-42.81	2.06	-0.06	7.34	0.0
-9.53	2.09	-42.97	2.24	-3.63	7.53	0.0
-10.17	1.41	-43.1	1.53	0.14	5.29	0.0
-8.53	1.39	-41.8	1.52	2.19	5.24	0.0
-9.42	1.27	-43.54	1.4	-3.88	4.62	0.0
-8.12	1.29	-43.39	1.4	-1.08	4.71	0.0
-8.84	2.49	-42.97	2.75	-0.17	9.9	0.0
-9.92	2.25	-43.04	2.49	3.75	8.92	0.0
-7.72	1.83	-42.58	2.02	1.23	7.14	0.0
-7.28	1.57	-41.74	1.76	-5.97	5.89	0.0
-5.23	2.22	-44.17	2.47	-4.44	8.79	0.0
-8.21	1.87	-42.51	2.07	-4.34	7.31	0.0
-6.84	1.87	-43.19	2.04	-4.39	7.24	0.0
-6.6	1.72	-42.7	1.87	-5.82	6.64	0.0
-7.61	1.31	-43.46	1.41	-2.91	4.78	0.0
-7.14	1.47	-44.73	1.6	1.46	5.53	0.0
-6.82	1.35	-43.09	1.48	0.1	4.89	0.0
-7.4	1.28	-42.87	1.4	0.24	4.86	0.0
-6.9	1.75	-43.04	1.88	-6.12	6.69	0.0
-7.61	1.6	-43.03	1.77	-4.35	5.9	0.0
-7.11	1.39	-43.42	1.5	1.0	5.15	0.0
-4.91	2.14	-43.06	2.35	3.44	8.32	0.0
-7.13	1.54	-42.76	1.68	4.24	5.96	0.0
-6.38	1.46	-43.4	1.6	-3.93	5.63	0.0
-6.18	1.98	-43.99	2.19	-2.23	7.82	0.0
-6.89	2.49	-42.97	2.77	-6.1	10.01	0.0
-5.1	1.94	-43.38	2.12	-3.3	7.53	0.0
-7.92	2.48	-41.04	2.75	-4.25	9.85	0.0
-7.21	1.45	-43.63	1.6	-5.11	5.62	0.0
-6.88	1.31	-43.85	1.43	-2.12	4.92	0.0
-6.69	1.4	-43.9	1.54	1.64	5.21	0.0
-8.55	1.8	-40.23	2.0	3.54	6.98	0.0
-5.37	2.35	-42.66	2.59	-0.06	9.34	0.0
-7.34	1.66	-42.08	1.83	1.8	6.29	0.0
-7.21	1.9	-44.33	2.11	-9.86	7.54	0.0
-5.44	2.56	-40.2	2.84	-13.52	10.31	0.0
-5.91	1.33	-42.75	1.47	-5.89	5.07	0.0
-5.63	1.29	-43.89	1.41	-6.63	4.85	0.0
-4.67	1.34	-42.92	1.46	-6.73	5.09	0.0
-4.83	1.87	-44.33	2.05	-14.86	7.34	0.0
-3.47	1.56	-42.55	1.69	-12.46	5.87	0.0
-5.41	1.41	-43.59	1.52	-5.41	5.25	0.0
-5.71	1.86	-42.37	2.03	-3.55	7.29	0.0
-7.22	2.59	-41.06	2.88	-5.53	10.3	0.0
-4.4	2.27	-42.77	2.46	-8.97	8.9	0.0
-5.64	1.93	-43.02	2.07	-2.62	7.56	0.0
-6.57	1.92	-43.14	2.06	-8.53	7.43	0.0
-7.76	2.12	-42.04	2.18	-7.31	7.8	0.0
-4.96	1.51	-42.26	1.62	-2.88	5.72	0.0
-4.01	2.18	-42.37	2.31	-5.84	8.38	0.0
-5.55	2.02	-41.48	2.1	2.63	7.65	0.0
-5.01	2.61	-43.25	2.75	-3.35	9.95	0.0
-5.67	1.88	-42.32	2.02	0.86	6.84	0.0
-6.74	2.14	-44.22	2.22	-6.14	8.05	0.0
-6.26	2.0	-42.52	2.08	-0.03	7.5	0.0
-6.07	2.65	-42.44	2.77	-1.88	10.03	0.0
-6.55	1.68	-43.21	1.75	2.58	5.96	0.0
-7.62	2.05	-42.31	2.13	-5.42	7.68	0.0
-5.89	2.07	-41.44	2.13	-3.06	7.77	0.0
-9.32	2.42	-40.9	2.56	3.51	9.28	0.0
-6.72	1.85	-41.18	1.93	-0.24	6.93	0.0
-6.41	1.49	-39.69	1.57	0.75	5.51	0.0
-5.81	3.02	-38.96	3.2	5.65	11.61	0.0
-7.87	1.77	-41.68	1.88	-4.34	6.67	0.0
-6.81	2.38	-40.33	2.54	2.52	9.24	0.0
-6.43	2.18	-41.06	2.27	-4.35	8.23	0.0
-6.24	1.86	-40.47	1.91	0.09	6.89	0.0
-5.19	1.96	-40.36	2.04	3.2	7.35	0.0
-6.5	2.02	-40.5	2.1	4.94	7.6	0.0
-6.48	1.93	-40.33	2.0	-0.35	7.29	0.0
-6.52	2.05	-40.11	2.14	-1.78	7.75	0.0
-7.71	2.35	-40.91	2.47	0.48	8.95	0.0
-6.77	1.34	-38.93	1.42	-4.1	4.9	0.0
-6.66	1.52	-41.23	1.61	-0.58	5.59	0.0
-5.23	1.73	-41.4	1.86	1.94	6.37	0.0
-7.29	2.36	-41.59	2.51	2.95	8.95	0.0
-6.64	2.07	-40.36	2.18	1.93	7.86	0.0
-7.12	2.17	-39.52	2.27	2.53	8.2	0.0
-6.55	1.93	-38.33	2.04	6.1	7.35	0.0
-8.5	1.94	-37.8	2.07	6.98	7.38	0.0
-8.66	2.42	-37.34	2.59	-1.18	9.21	0.0
-6.91	2.57	-38.99	2.74	1.06	9.84	0.0
-7.13	2.87	-38.99	3.05	13.14	11.1	0.0
-9.3	2.47	-37.77	2.64	5.22	9.51	0.0
-7.62	2.15	-39.6	2.26	6.75	8.11	0.0
-7.32	2.17	-38.54	2.3	5.88	8.26	0.0
-6.92	2.1	-38.51	2.22	4.39	7.93	0.0
-7.93	1.93	-38.65	2.04	2.83	7.31	0.0
-8.23	1.93	-36.78	2.04	6.03	7.33	0.0
-7.45	2.2	-38.77	2.3	4.11	8.34	0.0
-7.28	2.15	-36.96	2.25	5.71	8.06	0.0
-8.25	1.98	-38.64	2.06	0.56	7.35	0.0
-9.43	2.61	-39.46	2.73	-4.88	9.94	0.0
-6.92	2.34	-38.45	2.41	3.87	8.72	0.0
-7.98	2.08	-37.3	2.15	7.48	7.78	0.0
-7.26	2.43	-39.87	2.49	3.18	8.9	0.0
-7.09	2.71	-39.15	2.77	3.36	10.2	0.0
-7.89	2.45	-39.67	2.52	8.68	9.18	0.0
-9.45	2.4	-39.4	2.45	5.68	8.9	0.0
-6.77	2.49	-37.67	2.64	9.91	9.42	0.0
-8.66	1.89	-36.96	1.94	9.8	6.72	0.0
-7.11	1.41	-38.21	1.41	-1.78	4.97	0.0
-7.97	1.67	-39.42	1.7	6.25	6.05	0.0
-12.84	2.72	-37.3	2.73	-0.79	9.83	0.0
-9.63	3.12	-37.95	3.16	3.54	11.47	0.0
-6.05	2.21	-36.3	2.27	6.45	8.21	0.0
-6.32	2.09	-37.04	2.1	3.7	7.55	0.0
-9.03	2.98	-36.97	2.92	-0.57	10.59	0.0
-4.66	2.99	-38.98	3.01	16.69	11.05	0.0
-8.06	1.56	-36.14	1.58	6.26	5.48	0.0
-7.93	1.99	-37.52	2.01	5.54	7.21	0.0
-9.01	3.2	-38.09	3.29	-1.59	11.93	0.0
-11.01	2.62	-39.02	2.69	7.58	9.6	0.0
-8.49	2.22	-36.91	2.27	2.96	7.98	0.0
-8.17	2.02	-36.41	2.08	1.02	7.41	0.0
-7.98	2.23	-35.38	2.3	2.4	8.28	0.0
-8.35	2.4	-36.23	2.47	5.8	8.97	0.0
-8.62	2.77	-37.26	2.88	7.05	10.44	0.0
-7.51	2.62	-36.27	2.7	6.92	9.88	0.0
-7.59	3.17	-32.57	3.19	-0.09	10.78	0.0
-8.68	2.71	-36.2	2.71	7.51	9.75	0.0
-4.75	3.3	-40.22	3.27	-8.61	11.9	0.0
-8.62	3.45	-35.92	3.43	5.32	12.61	0.0
-7.89	2.17	-36.74	2.14	0.75	7.71	0.0
-8.55	2.37	-36.62	2.36	2.11	8.6	0.0
-6.75	2.36	-36.47	2.33	2.68	8.49	0.0
-8.09	1.59	-36.97	1.58	3.12	5.45	0.0
-10.85	1.78	-36.31	1.83	7.25	6.04	0.0
-5.54	2.69	-36.5	2.75	6.68	9.88	0.0
-9.03	3.01	-33.79	3.01	-7.6	11.17	0.0
-7.68	3.05	-33.95	3.09	-5.36	11.4	0.0
-9.05	1.52	-35.52	1.58	-2.22	5.28	0.0
-8.64	1.64	-35.84	1.68	-0.59	5.63	0.0
-8.73	2.36	-36.08	2.43	-0.17	8.75	0.0
-8.04	2.06	-34.43	2.04	3.5	7.38	0.0
-8.18	2.46	-36.28	2.48	0.04	9.04	0.0
-12.11	2.92	-34.93	2.95	0.94	10.92	0.0
-8.56	3.25	-33.8	3.29	-7.65	11.98	0.0
-7.93	2.44	-36.02	2.49	-0.69	9.08	0.0
-7.41	2.14	-34.54	2.17	-2.33	7.92	0.0
-8.09	2.04	-35.26	2.06	-1.32	7.45	0.0
-9.31	2.09	-34.6	2.12	6.86	7.65	0.0
-8.28	2.04	-34.78	2.07	4.74	7.47	0.0
-8.26	2.45	-35.61	2.5	-2.76	9.16	0.0
-7.94	2.11	-34.66	2.15	-0.85	7.76	0.0
-6.71	2.56	-35.55	2.61	-2.09	9.55	0.0
-8.1	2.49	-37.66	2.56	7.2	9.34	0.0
-7.63	2.04	-34.69	2.08	4.08	7.53	0.0
-5.72	1.78	-35.5	1.81	1.41	6.19	0.0
-7.81	2.05	-34.85	2.11	7.45	7.69	0.0
-8.42	1.71	-33.06	1.79	12.92	6.13	0.0
-8.71	2.54	-36.76	2.6	3.76	9.53	0.0
-8.71	1.45	-33.79	1.52	5.12	5.12	0.0
-8.42	1.63	-33.61	1.71	4.58	5.79	0.0
-8.19	2.13	-34.59	2.21	3.54	7.79	0.0
-9.1	2.16	-33.57	2.24	2.09	7.98	0.0
-8.44	2.16	-34.01	2.25	4.67	7.93	0.0
-6.7	1.81	-32.95	1.91	6.8	6.37	0.0
-8.8	1.66	-33.13	1.75	5.13	5.82	0.0
-16.2	2.77	-34.55	2.92	-2.53	10.24	0.0
-8.59	2.75	-35.05	2.9	12.75	10.36	0.0
-11.69	2.18	-34.87	2.28	9.72	8.1	0.0
-11.49	3.75	-35.16	4.1	17.21	14.5	0.0
-9.45	2.05	-33.51	2.17	0.23	7.6	0.0
-9.07	2.01	-33.73	2.13	3.65	7.41	0.0
-8.74	2.18	-33.48	2.3	2.64	7.96	0.0
-9.69	1.55	-35.16	1.66	7.47	5.71	0.0
-9.97	1.49	-33.49	1.62	4.58	5.51	0.0
-9.91	1.63	-33.45	1.74	2.98	6.05	0.0
-9.91	2.67	-34.04	2.84	4.48	10.07	0.0
-15.84	3.15	-30.88	3.38	20.8	12.06	0.0
-10.83	3.17	-30.38	3.38	1.28	12.07	0.0
-8.98	2.51	-33.57	2.69	-3.18	9.46	0.0
-9.29	2.17	-32.57	2.32	2.95	8.24	0.0
-10.3	2.15	-33.49	2.32	1.95	8.21	0.0
-10.67	1.94	-32.64	2.09	1.37	7.42	0.0
-9.15	1.97	-33.09	2.12	3.63	7.55	0.0
-7.29	2.56	-30.07	2.75	18.51	9.86	0.0
-9.4	2.72	-31.53	2.93	5.65	10.45	0.0
-12.24	2.77	-30.3	3.0	4.65	10.63	0.0
-9.97	2.13	-32.92	2.29	3.95	8.23	0.0
-11.24	2.39	-32.18	2.58	1.2	9.35	0.0
-11.49	1.94	-31.75	2.08	5.43	7.46	0.0
-9.73	2.46	-32.89	2.65	10.65	9.55	0.0
-10.73	2.42	-31.13	2.67	13.23	9.46	0.0
-10.93	2.51	-31.47	2.72	2.09	9.83	0.0
-11.68	2.17	-33.43	2.35	8.64	8.35	0.0
-9.23	2.11	-31.44	2.29	7.16	8.13	0.0
-11.49	2.59	-30.84	2.79	8.55	9.84	0.0
-11.28	1.98	-32.52	2.13	11.2	7.62	0.0
-9.95	1.9	-32.83	2.06	2.24	7.26	0.0
-10.15	1.61	-33.32	1.83	6.21	6.15	0.0
-9.99	1.48	-30.83	1.68	4.91	5.63	0.0
-9.79	1.46	-31.11	1.66	2.78	5.55	0.0
-10.52	1.79	-32.08	2.04	-3.36	6.92	0.0
-11.14	1.56	-34.31	1.76	2.07	6.06	0.0
-10.75	2.11	-31.66	2.41	3.67	8.15	0.0
-10.61	2.04	-33.49	2.33	8.65	7.86	0.0
-12.31	1.65	-32.57	1.87	3.32	6.26	0.0
-11.45	1.55	-32.15	1.78	-5.84	5.97	0.0
